FID,ORGANIZATI,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,FIRETYPE,YEAR_,STARTDATED,CONTRDATED,OUTDATED,STATE,STATE_FIPS,DLATITUDE,DLONGITUDE,TOTALACRES,TRPGENCAUS,TRPSPECCAU
503798,BLM,Hamilton, ,V276,Natural,0,0,F,1,2000,8/6/00 0:00,8/15/00 0:00,10/12/00 0:00,Colorado,8,37.9805,-108.5479,3211,1,0
503917,BLM,Wiley Ridg, ,E370,Natural,0,0,F,1,2002,6/23/02 0:00,6/24/02 0:00,7/27/02 0:00,Colorado,8,38.615,-107.02,1084,1,0
504079,BLM,McGruder, ,A6XW,Natural,0,0,F,1,2004,7/3/04 0:00,7/9/04 0:00,7/24/04 0:00,Colorado,8,38.9314,-107.8534,2806,1,0
504123,BLM,Campbell, ,A9P8,Natural,0,0,F,1,2004,7/30/04 0:00,9/17/04 0:00,10/13/04 0:00,Colorado,8,38.408,-108.6087,4187,1,0
504401,BLM,Beaver, ,FED5,Human,25,0,F,1,2010,5/22/10 0:00,6/3/10 0:00,8/2/10 0:00,Colorado,8,38.1158,-108.1967,2608,6,25
504517,BLM,Sunrise Mine, ,GVX3,Human,32,0,G,1,2012,5/25/12 0:00,6/7/12 0:00,7/20/12 0:00,Colorado,8,38.4358,-108.9889,5742,9,32
504729,BLM,Hamilton, ,E323,Natural,0,0,F,1,2003,7/19/03 0:00,7/27/03 0:00,8/25/03 0:00,Colorado,8,38.0169,-108.4525,2009,1,0
504861,BLM,TRAIL EAST, ,B0CY,Natural,0,0,F,1,2005,7/14/05 0:00,7/27/05 0:00,7/30/05 0:00,Colorado,8,37.2228,-108.2997,2381,1,0
505194,BLM,Weber, ,GY16,Human,30,0,G,1,2012,6/22/12 0:00,7/24/12 0:00,10/19/12 0:00,Colorado,8,37.2708,-108.3025,10133,5,30
505326,BLM,SAYLORCREE, ,1210,Human,14,0,G,1,1980,6/26/80 0:00,6/27/80 0:00,6/27/80 0:00,Idaho,16,42.74931,-115.5927,5334,4,14
505337,BLM,JENNESS, ,1230,Human,7,0,G,1,1980,7/19/80 0:00,7/20/80 0:00,7/20/80 0:00,Idaho,16,43.8499,-116.601,5148,7,7
505343,BLM,BIG HILLY, ,1237,Natural,0,0,G,1,1980,7/22/80 0:00,7/23/80 0:00,7/23/80 0:00,Idaho,16,42.5499,-115.8509,6440,1,0
505344,BLM,ROCKQUARRY, ,1238,Natural,0,0,G,1,1980,7/22/80 0:00,7/23/80 0:00,7/23/80 0:00,Idaho,16,44.12147,-116.86145,7870,1,0
505346,BLM,POWERSUBST, ,1240,Human,30,0,F,1,1980,7/24/80 0:00,7/24/80 0:00,7/24/80 0:00,Idaho,16,43.18181,-115.6213,1640,6,30
505355,BLM,INDIANSPRI, ,1251,Natural,0,0,G,1,1980,7/30/80 0:00,7/31/80 0:00,7/31/80 0:00,Idaho,16,42.3499,-115.5176,6300,1,0
505361,BLM,FLINT MESA, ,1268,Human,19,0,G,1,1980,8/11/80 0:00,8/12/80 0:00,8/12/80 0:00,Idaho,16,42.8499,-115.1842,15560,5,19
505362,BLM,JACKASSGUL, ,1269,Human,10,0,F,1,1980,8/11/80 0:00,8/11/80 0:00,8/11/80 0:00,Idaho,16,43.8332,-116.4343,2250,3,10
505363,BLM,SPRINGVALE, ,1270,Human,30,0,G,1,1980,8/13/80 0:00,8/14/80 0:00,8/14/80 0:00,Idaho,16,43.80603,-116.26713,8140,9,30
505364,BLM,POISONBUTT, ,1271,Human,30,0,F,1,1980,8/13/80 0:00,8/14/80 0:00,8/14/80 0:00,Idaho,16,42.17471,-115.45378,2000,9,30
505365,BLM,HOMESTEADG, ,1273,Human,30,0,F,1,1980,8/18/80 0:00,8/18/80 0:00,8/18/80 0:00,Idaho,16,43.8376,-116.85553,1900,9,30
505366,BLM,BIG GULCH, ,1274,Human,27,0,F,1,1980,8/19/80 0:00,8/19/80 0:00,8/19/80 0:00,Idaho,16,43.77276,-116.45501,1640,8,27
505372,BLM,DEVILSCREE, ,1283,Human,30,0,F,1,1980,8/25/80 0:00,8/26/80 0:00,8/27/80 0:00,Idaho,16,42.39868,-115.03182,3500,9,30
505375,BLM,DEVILS CR2, ,1289,Human,30,0,F,1,1980,9/2/80 0:00,9/2/80 0:00,9/3/80 0:00,Idaho,16,42.1832,-115.0676,2320,9,30
505377,BLM,SQUEAKY, ,1293,Natural,0,0,G,1,1980,9/6/80 0:00,9/7/80 0:00,9/7/80 0:00,Idaho,16,42.26709,-115.31331,8950,1,0
505397,BLM,CHARCOALCK, ,1232,Human,26,0,F,1,1981,7/4/81 0:00,7/5/81 0:00,7/6/81 0:00,Idaho,16,43.53473,-116.0056,2119,8,26
505399,BLM,BLACKS CK, ,1236,Human,3,0,G,1,1981,7/5/81 0:00,7/7/81 0:00,7/7/81 0:00,Idaho,16,43.4666,-116.0843,11245,6,3
505400,BLM,POT HOLE, ,1237,Human,4,0,F,1,1981,7/6/81 0:00,7/7/81 0:00,7/7/81 0:00,Idaho,16,42.74797,-115.50241,3320,6,4
505405,BLM,BRYANS RUN, ,1248,Human,26,0,F,1,1981,7/20/81 0:00,7/20/81 0:00,7/21/81 0:00,Idaho,16,43.4499,-116.0843,4657,9,26
505406,BLM,LILLYGRADE, ,1249,Human,30,0,F,1,1981,7/21/81 0:00,7/22/81 0:00,7/22/81 0:00,Idaho,16,42.42171,-114.87044,4800,9,30
505407,BLM,SUGAR CK, ,1250,Human,30,0,G,1,1981,7/21/81 0:00,7/22/81 0:00,7/22/81 0:00,Idaho,16,42.67654,-115.89559,16800,9,30
505412,BLM,PIGTAILBUT, ,1266,Human,14,0,G,1,1981,7/30/81 0:00,8/4/81 0:00,8/4/81 0:00,Idaho,16,42.25514,-114.97327,10527,4,14
505417,BLM,PLEASANTKU, ,1271,Human,19,0,F,1,1981,8/5/81 0:00,8/5/81 0:00,8/6/81 0:00,Idaho,16,43.45571,-116.22664,4900,5,19
505422,BLM,BOWNS CK, ,1285,Human,25,0,F,1,1981,8/16/81 0:00,8/16/81 0:00,8/17/81 0:00,Idaho,16,43.3666,-115.9676,3712,6,25
505424,BLM,BROWNS GLC, ,1287,Natural,0,0,G,1,1981,8/19/81 0:00,8/20/81 0:00,8/20/81 0:00,Idaho,16,42.90193,-115.61961,19505,1,0
505425,BLM,BISSEL CK, ,1288,Natural,0,0,F,1,1981,8/19/81 0:00,8/19/81 0:00,8/20/81 0:00,Idaho,16,43.94748,-116.54846,1304,1,0
505426,BLM,JAKES CK, ,1289,Natural,0,0,G,1,1981,8/19/81 0:00,8/21/81 0:00,8/21/81 0:00,Idaho,16,44.18541,-116.42054,5111,1,0
505427,BLM,SUCKER CK, ,1290,Natural,0,0,F,1,1981,8/19/81 0:00,8/20/81 0:00,8/21/81 0:00,Idaho,16,44.04809,-116.48996,2800,1,0
505435,BLM,TIPANUT, ,1304,Natural,0,0,F,1,1981,8/29/81 0:00,8/29/81 0:00,8/30/81 0:00,Idaho,16,43.2349,-115.8076,2816,1,0
505438,BLM,CLOVER, ,1309,Human,30,0,F,1,1981,9/4/81 0:00,9/4/81 0:00,9/4/81 0:00,Idaho,16,42.49878,-115.35399,1558,9,30
505444,BLM,HOT CREEK, ,1316,Human,30,0,F,1,1981,9/10/81 0:00,9/10/81 0:00,9/10/81 0:00,Idaho,16,43.15141,-115.64552,1538,5,30
505449,BLM,HORSEBUTTE, ,1324,Human,13,0,F,1,1981,9/17/81 0:00,9/17/81 0:00,9/17/81 0:00,Idaho,16,42.31194,-115.18327,2260,4,13
505450,BLM,SINKERBUTT, ,1325,Human,8,0,F,1,1981,9/18/81 0:00,9/20/81 0:00,9/20/81 0:00,Idaho,16,43.28871,-116.43113,3447,2,8
505451,BLM,KUNA, ,1326,Natural,0,0,G,1,1981,9/19/81 0:00,9/20/81 0:00,9/21/81 0:00,Idaho,16,43.4332,-116.401,16000,1,0
505452,BLM,MTN HOME, ,1329,Natural,0,0,G,1,1981,9/19/81 0:00,9/20/81 0:00,9/21/81 0:00,Idaho,16,43.1832,-115.9509,14734,1,0
505453,BLM,COYOTEBUTT, ,1330,Natural,0,0,G,1,1981,9/19/81 0:00,9/20/81 0:00,9/21/81 0:00,Idaho,16,43.3666,-116.3509,10370,1,0
505456,BLM,MILEPOST84, ,1334,Human,10,0,F,1,1981,10/2/81 0:00,10/2/81 0:00,10/3/81 0:00,Idaho,16,43.2166,-115.8009,3550,3,10
505460,BLM,BIG DRAW, ,1208,Human,30,0,F,1,1982,6/17/82 0:00,6/17/82 0:00,6/18/82 0:00,Idaho,16,42.6715,-115.61421,2814,9,30
505466,BLM,RABBIT CK, ,1215,Natural,0,0,F,1,1982,6/23/82 0:00,6/24/82 0:00,6/24/82 0:00,Idaho,16,43.11644,-116.09857,2446,1,0
505467,BLM,SINKERBUTT, ,1217,Natural,0,0,F,1,1982,6/27/82 0:00,6/27/82 0:00,6/27/82 0:00,Idaho,16,43.26058,-116.41296,1440,1,0
505479,BLM,POTHOLE 2, ,1239,Human,14,0,F,1,1982,7/16/82 0:00,7/17/82 0:00,7/17/82 0:00,Idaho,16,42.89221,-115.55198,2385,4,14
505485,BLM,RRMP 388.5, ,1247,Human,32,0,F,1,1982,7/22/82 0:00,7/23/82 0:00,7/23/82 0:00,Idaho,16,42.98646,-115.55548,1501,7,32
505489,BLM,CROWS NEST, ,1254,Human,30,0,F,1,1982,7/30/82 0:00,8/1/82 0:00,8/1/82 0:00,Idaho,16,42.53055,-115.34869,2730,9,30
505491,BLM,RATTLESNAK, ,1258,Human,30,0,F,1,1982,8/1/82 0:00,8/2/82 0:00,8/2/82 0:00,Idaho,16,42.9732,-115.7676,2065,9,30
505492,BLM,HOGFARM, ,1259,Human,30,0,F,1,1982,8/2/82 0:00,8/3/82 0:00,8/3/82 0:00,Idaho,16,43.12382,-115.78773,4745,9,30
505493,BLM,BONNEVILLE, ,1261,Human,19,0,F,1,1982,8/5/82 0:00,8/6/82 0:00,8/6/82 0:00,Idaho,16,43.46171,-116.0444,1080,5,19
505496,BLM,SANDHOLLOW, ,1265,Natural,0,0,F,1,1982,8/9/82 0:00,8/10/82 0:00,8/10/82 0:00,Idaho,16,44.01512,-116.5835,1523,1,0
505498,BLM,SORRYCHARL, ,1270,Natural,0,0,G,1,1982,8/11/82 0:00,8/12/82 0:00,8/12/82 0:00,Idaho,16,42.1832,-115.3342,14690,1,0
505505,BLM,MELBA, ,1280,Natural,0,0,F,1,1982,8/20/82 0:00,8/21/82 0:00,8/21/82 0:00,Idaho,16,43.36133,-116.45424,1370,1,0
505507,BLM,SAGE CK, ,1282,Natural,0,0,F,1,1982,8/20/82 0:00,8/22/82 0:00,8/22/82 0:00,Idaho,16,44.48995,-116.80073,1480,1,0
505510,BLM,RATTLESNAK, ,1285,Human,3,0,F,1,1982,8/23/82 0:00,8/23/82 0:00,8/24/82 0:00,Idaho,16,42.97392,-115.76615,1350,6,3
505522,BLM,BROWNS CK, ,1300,Human,19,0,F,1,1982,9/3/82 0:00,9/4/82 0:00,9/4/82 0:00,Idaho,16,43.33646,-115.9186,2080,5,19
505525,BLM,BENNETT, ,1303,Human,30,0,F,1,1982,9/10/82 0:00,9/10/82 0:00,9/10/82 0:00,Idaho,16,43.08201,-115.57382,1150,9,30
505539,BLM,WATERHOUSE, ,1220,Human,19,0,G,1,1983,6/29/83 0:00,6/30/83 0:00,6/30/83 0:00,Idaho,16,42.90435,-115.78717,5778,5,19
505546,BLM,CANYON CK, ,1228,Natural,0,0,G,1,1983,7/6/83 0:00,7/8/83 0:00,7/8/83 0:00,Idaho,16,43.2166,-115.6843,17740,1,0
505551,BLM,EASTRUNWAY, ,1236,Natural,0,0,G,1,1983,7/6/83 0:00,7/6/83 0:00,7/7/83 0:00,Idaho,16,43.0332,-115.8176,9350,1,0
505552,BLM,BENNETT RD, ,1237,Natural,0,0,G,1,1983,7/6/83 0:00,7/7/83 0:00,7/8/83 0:00,Idaho,16,42.9999,-115.4676,13760,1,0
505553,BLM,FOOTHILLRD, ,1238,Natural,0,0,G,1,1983,7/6/83 0:00,7/8/83 0:00,7/8/83 0:00,Idaho,16,43.28206,-115.77167,8070,1,0
505555,BLM,ROCK CK, ,1240,Natural,0,0,F,1,1983,7/6/83 0:00,7/7/83 0:00,7/8/83 0:00,Idaho,16,44.47463,-117.18355,1170,1,0
505564,BLM,20 MILE BT, ,1252,Human,30,0,G,1,1983,7/18/83 0:00,7/19/83 0:00,7/19/83 0:00,Idaho,16,42.81226,-115.15257,8256,9,30
505565,BLM,SAYLOR RNG, ,1254,Human,30,0,F,1,1983,7/19/83 0:00,7/19/83 0:00,7/19/83 0:00,Idaho,16,42.74798,-115.53925,2067,9,30
505566,BLM,BIG BEND, ,1256,Human,19,0,F,1,1983,7/20/83 0:00,7/21/83 0:00,7/21/83 0:00,Idaho,16,42.32105,-115.07957,1072,5,19
505572,BLM,POT HOLE, ,1264,Natural,0,0,F,1,1983,7/23/83 0:00,7/23/83 0:00,7/24/83 0:00,Idaho,16,42.66045,-115.42373,2070,1,0
505582,BLM,MORA, ,1277,Natural,0,0,G,1,1983,7/31/83 0:00,7/31/83 0:00,7/31/83 0:00,Idaho,16,43.26752,-116.3301,15000,1,0
505595,BLM,HWY 67, ,1294,Natural,0,0,G,1,1983,8/4/83 0:00,8/6/83 0:00,8/6/83 0:00,Idaho,16,43.0832,-115.9676,15500,1,0
505596,BLM,CRATERRING, ,1295,Natural,0,0,G,1,1983,8/4/83 0:00,8/5/83 0:00,8/5/83 0:00,Idaho,16,43.1666,-115.8343,5760,1,0
505597,BLM,LOCKMAN BT, ,1296,Natural,0,0,F,1,1983,8/4/83 0:00,8/5/83 0:00,8/5/83 0:00,Idaho,16,43.22779,-115.82063,1194,1,0
505598,BLM,HOT CREEK, ,1297,Natural,0,0,F,1,1983,8/4/83 0:00,8/5/83 0:00,8/5/83 0:00,Idaho,16,43.1666,-115.6176,2360,1,0
505600,BLM,N INDAIN, ,1299,Natural,0,0,F,1,1983,8/5/83 0:00,8/5/83 0:00,8/5/83 0:00,Idaho,16,43.4499,-116.0843,2010,1,0
505602,BLM,BROWNS CK, ,1304,Natural,0,0,G,1,1983,8/7/83 0:00,8/8/83 0:00,8/8/83 0:00,Idaho,16,42.86139,-115.57361,27360,1,0
505609,BLM,SWAN FALLS, ,1316,Human,19,0,F,1,1983,8/26/83 0:00,8/26/83 0:00,8/27/83 0:00,Idaho,16,43.31802,-116.40879,2518,5,19
505611,BLM,MESA, ,1320,Human,13,0,F,1,1983,8/31/83 0:00,8/31/83 0:00,9/1/83 0:00,Idaho,16,42.78142,-115.03966,2308,4,13
505614,BLM,EDGEMEADE, ,1326,Natural,0,0,F,1,1983,9/1/83 0:00,9/1/83 0:00,9/2/83 0:00,Idaho,16,43.1334,-115.52142,3240,1,0
505622,BLM,FED WAY, ,1341,Human,11,0,F,1,1983,9/28/83 0:00,9/28/83 0:00,9/28/83 0:00,Idaho,16,43.51396,-116.1427,1195,4,11
505629,BLM,HOT CK, ,F008,Natural,0,0,F,1,1984,6/24/84 0:00,6/25/84 0:00,6/25/84 0:00,Idaho,16,42.80292,-115.79114,2816,1,0
505630,BLM,HOLEN ROCK, ,F009,Human,30,0,F,1,1984,6/28/84 0:00,6/29/84 0:00,6/29/84 0:00,Idaho,16,42.65958,-115.90707,2641,9,30
505638,BLM,CHEATGRASS, ,F031,Natural,0,0,F,1,1984,7/7/84 0:00,7/8/84 0:00,7/8/84 0:00,Idaho,16,42.8956,-115.30121,2028,1,0
505643,BLM,BIRCH CR, ,F041,Human,19,0,F,1,1984,7/12/84 0:00,7/12/84 0:00,7/13/84 0:00,Idaho,16,43.04306,-116.21904,1248,5,19
505645,BLM,BROWNSGULC, ,F043,Human,19,0,G,1,1984,7/13/84 0:00,7/14/84 0:00,7/14/84 0:00,Idaho,16,42.90939,-115.55835,5520,5,19
505648,BLM,MP96, ,F046,Human,30,0,F,1,1984,7/16/84 0:00,7/16/84 0:00,7/16/84 0:00,Idaho,16,43.1339,-115.65595,1600,9,30
505651,BLM,SMALL ARMS, ,F052,Human,30,0,F,1,1984,7/20/84 0:00,7/20/84 0:00,7/20/84 0:00,Idaho,16,43.10272,-115.82593,1890,9,30
505656,BLM,BLUE BUTTE, ,F064,Natural,0,0,F,1,1984,7/27/84 0:00,7/27/84 0:00,7/28/84 0:00,Idaho,16,42.7166,-115.3842,1500,1,0
505662,BLM,HORSEBASIN, ,F077,Natural,0,0,G,1,1984,8/4/84 0:00,8/7/84 0:00,8/7/84 0:00,Idaho,16,42.0127,-116.57774,9009,1,0
505663,BLM,RYE GRASS, ,F081,Natural,0,0,F,1,1984,8/5/84 0:00,8/6/84 0:00,8/6/84 0:00,Idaho,16,43.05492,-115.42012,4360,1,0
505673,BLM,FRASER RSV, ,F096,Human,30,0,F,1,1984,8/9/84 0:00,8/9/84 0:00,8/9/84 0:00,Idaho,16,43.13351,-115.85966,2947,9,30
505680,BLM,INTERSTATE, ,F104,Natural,0,0,G,1,1984,8/10/84 0:00,8/11/84 0:00,8/11/84 0:00,Idaho,16,43.01536,-115.5315,23280,1,0
505682,BLM,BENNETT, ,F106,Natural,0,0,G,1,1984,8/10/84 0:00,8/11/84 0:00,8/11/84 0:00,Idaho,16,42.70775,-116.04144,25840,1,0
505684,BLM,CHEAT II, ,F108,Natural,0,0,G,1,1984,8/10/84 0:00,8/11/84 0:00,8/11/84 0:00,Idaho,16,42.91915,-115.45523,7695,1,0
505685,BLM,DUNES, ,F109,Natural,0,0,G,1,1984,8/10/84 0:00,8/11/84 0:00,8/12/84 0:00,Idaho,16,42.87685,-115.71357,19200,1,0
505686,BLM,ROSEUEAR, ,F110,Natural,0,0,F,1,1984,8/10/84 0:00,8/11/84 0:00,8/11/84 0:00,Idaho,16,42.9149,-115.2909,2253,1,0
505689,BLM,BIG DRAW 2, ,F113,Natural,0,0,G,1,1984,8/10/84 0:00,8/11/84 0:00,8/12/84 0:00,Idaho,16,42.7166,-115.6342,23040,1,0
505690,BLM,BIG HILL, ,F114,Natural,0,0,F,1,1984,8/10/84 0:00,8/10/84 0:00,8/11/84 0:00,Idaho,16,42.6676,-115.90974,2347,1,0
505695,BLM,CHATTIN, ,F125,Human,30,0,F,1,1984,8/16/84 0:00,8/16/84 0:00,8/16/84 0:00,Idaho,16,43.04871,-116.0464,1887,9,30
505699,BLM,HOPPER, ,F133,Human,19,0,F,1,1984,8/20/84 0:00,8/20/84 0:00,8/20/84 0:00,Idaho,16,43.05111,-115.97208,1909,5,19
505707,BLM,BLACKSTONE, ,F148,Natural,0,0,F,1,1984,8/30/84 0:00,8/30/84 0:00,8/31/84 0:00,Idaho,16,42.5666,-115.7176,3299,1,0
505708,BLM,WNTR CMP 2, ,F149,Natural,0,0,F,1,1984,8/30/84 0:00,8/30/84 0:00,8/31/84 0:00,Idaho,16,42.52324,-115.42779,2559,1,0
505715,BLM,GREEN WOOD, ,F162,Human,17,0,F,1,1984,9/13/84 0:00,9/13/84 0:00,9/13/84 0:00,Idaho,16,42.23477,-114.91543,1425,4,17
505731,BLM,HOG FARM, ,F192,Human,11,0,F,1,1985,6/15/85 0:00,6/15/85 0:00,6/16/85 0:00,Idaho,16,43.08282,-115.79287,2365,4,11
505734,BLM,LILLY, ,F197,Human,19,0,F,1,1985,6/19/85 0:00,6/21/85 0:00,6/22/85 0:00,Idaho,16,42.4402,-114.8792,2008,5,19
505735,BLM,WILDWEST, ,F199,Human,19,0,F,1,1985,6/19/85 0:00,6/20/85 0:00,6/20/85 0:00,Idaho,16,42.6499,-115.1009,2559,5,19
505736,BLM,MILLER TBL, ,F200,Natural,0,0,F,1,1985,6/19/85 0:00,6/20/85 0:00,6/21/85 0:00,Idaho,16,42.70214,-115.69533,1711,1,0
505737,BLM,FARM FIRE, ,F201,Human,19,0,F,1,1985,6/19/85 0:00,6/21/85 0:00,6/22/85 0:00,Idaho,16,42.63844,-114.99834,3294,5,19
505738,BLM,WATERHAUL, ,F202,Natural,0,0,F,1,1985,6/19/85 0:00,6/21/85 0:00,6/22/85 0:00,Idaho,16,42.70132,-115.30519,2482,1,0
505739,BLM,HAMILTON, ,F203,Natural,0,0,F,1,1985,6/19/85 0:00,6/20/85 0:00,6/21/85 0:00,Idaho,16,42.9814,-115.67148,3720,1,0
505745,BLM,CJN, ,F209,Natural,0,0,F,1,1985,6/20/85 0:00,6/20/85 0:00,6/21/85 0:00,Idaho,16,43.04836,-115.98429,1189,1,0
505746,BLM,W. CLOVER, ,F210,Natural,0,0,G,1,1985,6/20/85 0:00,6/22/85 0:00,6/23/85 0:00,Idaho,16,42.45783,-115.48025,10050,1,0
505749,BLM,SUGAR CR, ,F215,Natural,0,0,F,1,1985,6/23/85 0:00,6/24/85 0:00,6/24/85 0:00,Idaho,16,42.6499,-115.8676,1231,1,0
505753,BLM,PAY-GEM, ,F222,Human,4,0,F,1,1985,6/28/85 0:00,6/28/85 0:00,6/28/85 0:00,Idaho,16,43.87053,-116.70472,1063,6,4
505764,BLM,CROWS NEST, ,F241,Natural,0,0,G,1,1985,7/6/85 0:00,7/8/85 0:00,7/9/85 0:00,Idaho,16,42.51233,-115.30189,28883,1,0
505765,BLM,CROWS II, ,F242,Natural,0,0,F,1,1985,7/6/85 0:00,7/8/85 0:00,7/8/85 0:00,Idaho,16,42.56507,-115.28777,4508,1,0
505767,BLM,WINTERCAMP, ,F244,Natural,0,0,G,1,1985,7/6/85 0:00,7/8/85 0:00,7/9/85 0:00,Idaho,16,42.4999,-115.5009,11535,1,0
505769,BLM,HOT CR, ,F246,Natural,0,0,G,1,1985,7/6/85 0:00,7/7/85 0:00,7/7/85 0:00,Idaho,16,42.77482,-115.73011,9744,1,0
505770,BLM,BOWNS, ,F248,Natural,0,0,G,1,1985,7/6/85 0:00,7/9/85 0:00,7/10/85 0:00,Idaho,16,43.40449,-115.82494,5360,1,0
505771,BLM,GEMCO, ,F249,Natural,0,0,F,1,1985,7/6/85 0:00,7/7/85 0:00,7/7/85 0:00,Idaho,16,43.82998,-116.67538,1790,1,0
505773,BLM,WEST WICK, ,F251,Natural,0,0,G,1,1985,7/7/85 0:00,7/9/85 0:00,7/9/85 0:00,Idaho,16,42.41352,-116.01198,7363,1,0
505775,BLM,BLACKS 2, ,F255,Natural,0,0,G,1,1985,7/7/85 0:00,7/8/85 0:00,7/8/85 0:00,Idaho,16,43.4166,-116.0509,6141,1,0
505776,BLM,BLACKS 3, ,F256,Natural,0,0,G,1,1985,7/7/85 0:00,7/7/85 0:00,7/8/85 0:00,Idaho,16,43.3999,-116.0176,6141,1,0
505777,BLM,INDIAN CK, ,F257,Natural,0,0,F,1,1985,7/7/85 0:00,7/8/85 0:00,7/9/85 0:00,Idaho,16,43.39893,-115.97339,4960,1,0
505778,BLM,BOP, ,F260,Natural,0,0,G,1,1985,7/7/85 0:00,7/8/85 0:00,7/8/85 0:00,Idaho,16,43.07087,-116.14965,14556,1,0
505779,BLM,SANDHOLLOW, ,F261,Natural,0,0,G,1,1985,7/7/85 0:00,7/8/85 0:00,7/8/85 0:00,Idaho,16,44.1166,-116.7843,5261,1,0
505780,BLM,BLACKBUTTE, ,F262,Natural,0,0,F,1,1985,7/7/85 0:00,7/8/85 0:00,7/9/85 0:00,Idaho,16,42.2939,-115.07515,1110,1,0
505781,BLM,GARAT 1, ,F263,Natural,0,0,G,1,1985,7/7/85 0:00,7/11/85 0:00,7/11/85 0:00,Idaho,16,42.18361,-116.5328,23898,1,0
505782,BLM,GARAT 2, ,F264,Natural,0,0,F,1,1985,7/7/85 0:00,7/8/85 0:00,7/8/85 0:00,Idaho,16,42.2332,-116.6676,3858,1,0
505785,BLM,3 CKWELL, ,F267,Natural,0,0,G,1,1985,7/8/85 0:00,7/9/85 0:00,7/10/85 0:00,Idaho,16,42.2166,-115.3342,18936,1,0
505788,BLM,HORSE BSN, ,F270,Natural,0,0,F,1,1985,7/8/85 0:00,7/10/85 0:00,7/10/85 0:00,Idaho,16,42.0999,-116.6843,3668,1,0
505791,BLM,COONSKIN, ,F275,Natural,0,0,F,1,1985,7/13/85 0:00,7/13/85 0:00,7/13/85 0:00,Idaho,16,42.3666,-115.1342,4210,1,0
505792,BLM,HELLWELL, ,F277,Natural,0,0,F,1,1985,7/15/85 0:00,7/16/85 0:00,7/16/85 0:00,Idaho,16,42.23847,-115.09095,1647,1,0
505797,BLM,W. JUNIPER, ,F282,Human,19,0,F,1,1985,7/19/85 0:00,7/20/85 0:00,7/20/85 0:00,Idaho,16,42.52303,-115.18897,1423,5,19
505799,BLM,CEDARDRAW, ,F284,Human,30,0,F,1,1985,7/20/85 0:00,7/21/85 0:00,7/21/85 0:00,Idaho,16,42.31433,-115.01816,4963,9,30
505805,BLM,SHEEPSHEAD, ,F293,Natural,0,0,F,1,1985,7/27/85 0:00,7/28/85 0:00,7/28/85 0:00,Idaho,16,42.40836,-115.50188,4554,1,0
505810,BLM,TERRENCE, ,F302,Natural,0,0,F,1,1985,8/4/85 0:00,8/5/85 0:00,8/5/85 0:00,Idaho,16,42.5666,-115.9009,1281,1,0
505812,BLM,MP 48, ,F305,Human,30,0,F,1,1985,8/7/85 0:00,8/8/85 0:00,8/8/85 0:00,Idaho,16,42.59624,-115.90946,3780,9,30
505818,BLM,HOUSE CK, ,F313,Human,19,0,G,1,1985,8/15/85 0:00,8/17/85 0:00,8/18/85 0:00,Idaho,16,42.2499,-114.9509,18585,5,19
505821,BLM,D BAR W, ,F318,Human,19,0,F,1,1985,8/23/85 0:00,8/23/85 0:00,8/23/85 0:00,Idaho,16,43.24024,-116.31858,1655,5,19
505831,BLM,RRMP390.99, ,F014,Human,32,0,F,1,1986,6/22/86 0:00,6/22/86 0:00,6/22/86 0:00,Idaho,16,42.99828,-115.57765,1734,7,32
505832,BLM,JENESS, ,F016,Human,30,0,F,1,1986,6/24/86 0:00,6/24/86 0:00,6/24/86 0:00,Idaho,16,43.8332,-116.6343,1568,9,30
505834,BLM,SHEEP HEAD, ,F019,Natural,0,0,G,1,1986,6/24/86 0:00,6/25/86 0:00,6/25/86 0:00,Idaho,16,42.37539,-115.5857,8928,1,0
505835,BLM,BIG LAKE, ,F020,Natural,0,0,G,1,1986,6/25/86 0:00,6/27/86 0:00,6/27/86 0:00,Idaho,16,42.5166,-115.7009,23740,1,0
505836,BLM,LOCKMAN, ,F022,Human,30,0,F,1,1986,6/27/86 0:00,6/27/86 0:00,6/27/86 0:00,Idaho,16,43.18888,-115.78382,1856,6,30
505842,BLM,ALKALI CR, ,F038,Human,25,0,F,1,1986,7/4/86 0:00,7/4/86 0:00,7/4/86 0:00,Idaho,16,42.97595,-115.37568,2520,6,25
505856,BLM,BRYANS RUN, ,F059,Human,4,0,G,1,1986,7/20/86 0:00,7/20/86 0:00,7/20/86 0:00,Idaho,16,43.44816,-116.09249,5002,6,4
505861,BLM,BLACKSTONE, ,F066,Natural,0,0,F,1,1986,7/28/86 0:00,7/29/86 0:00,7/29/86 0:00,Idaho,16,42.47556,-115.79278,1400,1,0
505866,BLM,GEORGEWAY, ,F074,Natural,0,0,G,1,1986,8/2/86 0:00,8/5/86 0:00,8/5/86 0:00,Idaho,16,44.2166,-116.451,27104,1,0
505867,BLM,HOG CK, ,F075,Natural,0,0,G,1,1986,8/2/86 0:00,8/3/86 0:00,8/7/86 0:00,Idaho,16,44.2666,-116.351,5198,1,0
505868,BLM,DODSON PS, ,F076,Natural,0,0,F,1,1986,8/2/86 0:00,8/5/86 0:00,8/7/86 0:00,Idaho,16,44.3166,-116.3343,3136,1,0
